Open 0,Close 0,Low 0,High 0,Gain 0,Vola (m) 0,Open 1,Close 1,Low 1,High 1,Gain 1,Vola (m) 1,Open 2,Close 2,Low 2,High 2,Gain 2,Vola (m) 2,Open 3,Close 3,Low 3,High 3,Gain 3,Vola (m) 3,Open 4,Close 4,Low 4,High 4,Gain 4,Vola (m) 4,Open 5,Close 5,Low 5,High 5,Gain 5,Vola (m) 5,Open 6,Close 6,Low 6,High 6,Gain 6,Vola (m) 6,Open 7,Close 7,Low 7,High 7,Gain 7,Vola (m) 7,Open 8,Close 8,Low 8,High 8,Gain 8,Vola (m) 8,Paused Days,Weekday,Day Close,Trend 1d,Day,Trend 3d,Trend 10d,Trend 30d,Trend 90d,Trend 300d,d_ema10,d_ema50,d_ema200
-2.55,0.25,-2.55,2.49,2.8,1.127,0.25,3.48,-0.4,4.21,3.23,5.745,3.48,0.69,-0.52,3.48,-2.79,3.945,0.84,1.6,-0.9,2.05,0.76,2.745,1.59,2.22,-0.69,2.97,0.63,2.311,2.26,1.75,1.08,3.29,-0.51,2.041,1.74,4.07,-0.23,4.19,2.33,4.202,4.21,6.6,4.21,7.51,2.39,4.373,6.43,7.32,5.67,7.37,0.89,1.058,1,4,155.4,0.07320441988950277,2020-05-29,0.04752275025278063,0.17780809458844926,,,,0.06883788296803184,0.10924635657569715,0.1136282910997699
-1.54,-2.9,-2.9,-0.83,-1.36,1.021,-2.78,-3.38,-4.76,-1.87,-0.6,6.026,-3.38,-1.77,-3.91,-1.06,1.61,3.037,-1.74,-2.48,-3.38,-1.54,-0.74,1.613,-2.57,-2.12,-2.84,-1.66,0.45,0.833,-1.96,-1.47,-1.96,-0.83,0.49,1.046,-1.49,-1.7,-2.25,-1.28,-0.21,0.888,-1.62,-2.04,-2.61,-1.39,-0.42,1.32,-2.06,-2.83,-2.99,-1.67,-0.77,0.386,3,0,151.0,-0.028314028314028294,2020-06-01,-0.010484927916120546,0.25311203319502074,,,,0.03134136542020993,0.07455901667700648,0.0812137603407026
2.81,1.32,0.93,3.31,-1.49,0.966,1.64,3.21,0.07,3.21,1.57,5.081,3.2,2.11,1.2,4.52,-1.09,3.037,2.06,1.44,0.13,2.13,-0.62,2.547,1.47,2.76,1.42,3.07,1.29,1.035,2.82,4.28,2.76,4.36,1.46,1.112,4.39,4.53,3.39,4.9,0.14,1.457,4.64,7.28,4.08,7.28,2.64,2.056,7.28,9.7,6.4,9.91,2.42,1.327,1,1,165.65,0.09701986754966896,2020-06-02,0.14399171270718236,0.20036231884057965,,,,0.10500206871457785,0.17060401228749633,0.18392050880429878
-0.39,1.59,-0.39,1.99,1.98,0.793,1.6,4.35,1.59,5.59,2.75,6.277,4.53,6.18,3.39,6.86,1.65,2.725,6.14,5.87,5.38,7.12,-0.27,2.348,5.87,5.71,5.2,6.54,-0.16,1.377,5.84,6.55,5.8,7.39,0.71,1.326,6.63,6.88,6.28,7.4,0.25,1.215,6.91,6.19,6.0,7.55,-0.72,1.666,6.37,6.55,6.1,7.4,0.18,0.201,1,2,176.5,0.06549954723815277,2020-06-03,0.1357786357786357,0.27722700629567987,,,,0.14059417011578734,0.23529912925298402,0.2581933755196131
-1.42,-0.86,-1.42,-0.28,0.56,0.666,-1.05,0.53,-2.45,1.05,1.58,4.367,0.31,4.2,-0.42,4.65,3.89,3.129,4.23,2.21,0.66,4.39,-2.02,3.057,2.3,0.42,0.42,2.57,-1.88,1.618,0.53,2.79,0.39,2.95,2.26,1.541,2.83,0.98,0.98,3.11,-1.85,1.455,0.97,2.4,-0.07,2.52,1.43,2.532,2.46,2.83,0.86,3.4,0.37,0.554,1,3,181.5,0.028328611898017053,2020-06-04,0.20198675496688745,0.1785714285714286,,,,0.1371563958198856,0.2569698815369412,0.29006442952836964
1.93,6.82,1.38,6.86,4.89,1.518,6.82,7.66,6.01,10.17,0.84,6.939,7.77,8.95,7.17,9.1,1.18,2.943,9.02,9.71,8.37,10.27,0.69,1.886,9.7,10.58,9.38,11.29,0.88,1.48,10.63,9.38,9.37,10.74,-1.25,1.086,9.37,9.26,9.19,10.75,-0.11,1.554,9.25,7.11,6.34,9.55,-2.14,2.751,6.89,7.44,6.74,7.8,0.55,1.034,1,4,195.0,0.07438016528925617,2020-06-05,0.1771808028976758,0.368421052631579,,,,0.17439145169418935,0.3321548168630788,0.3807163155458264
1.23,1.74,1.03,3.1,0.51,1.068,2.01,-1.35,-2.14,2.01,-3.36,5.433,-1.24,-2.34,-4.17,-1.24,-1.1,2.671,-2.24,-2.58,-3.28,-1.64,-0.34,1.453,-2.56,-3.58,-3.84,-2.48,-1.02,1.014,-3.46,-2.55,-3.63,-2.4,0.91,0.942,-2.54,-2.25,-2.7,-1.72,0.29,0.894,-2.48,-1.07,-2.88,-0.99,1.41,1.461,-1.11,-1.03,-1.73,-0.67,0.08,0.085,3,0,193.0,-0.01025641025641022,2020-06-08,0.09348441926345608,0.35628952916373846,,,,0.12902051502846645,0.3022270437664256,0.3615889791317404
-2.33,-3.37,-3.59,-2.13,-1.04,0.976,-3.52,-0.58,-4.55,-0.39,2.94,4.487,-0.93,0.7,-2.72,1.03,1.63,2.751,0.65,-0.74,-1.09,1.11,-1.39,1.869,-0.78,-0.02,-1.34,0.05,0.76,0.929,0.05,0.61,-0.07,1.09,0.56,0.825,0.8,0.73,-0.83,0.8,-0.07,1.164,0.59,0.01,-0.44,1.11,-0.58,1.528,0.08,0.78,-0.41,0.78,0.7,0.188,1,1,194.5,0.007772020725388629,2020-06-09,0.07162534435261714,0.3110886417256489,,,,0.10998604152442093,0.2964676247177793,0.3671086047072536
-0.49,1.31,-0.67,2.06,1.8,0.343,1.44,1.49,-0.48,1.56,0.05,4.667,1.49,0.39,0.38,2.76,-1.1,2.811,0.38,1.17,0.14,1.6,0.79,1.69,1.28,0.67,0.47,1.45,-0.61,0.995,0.41,0.12,-0.15,0.77,-0.29,1.083,0.06,0.81,-0.86,3.21,0.75,3.641,0.68,0.0,-0.14,2.69,-0.68,2.923,0.23,-0.77,-0.77,0.23,-1.0,0.198,1,2,193.0,-0.007712082262210762,2020-06-10,-0.01025641025641022,0.2647444298820447,,,,0.0814820800524334,0.27217741096268666,0.35176938923047385
-2.12,-6.32,-7.41,0.0,-4.2,1.282,-6.73,-7.67,-10.88,-6.47,-0.94,5.95,-7.62,-8.99,-9.16,-5.52,-1.37,3.354,-9.17,-9.61,-10.19,-7.46,-0.44,2.901,-9.72,-12.76,-13.07,-9.23,-3.04,3.238,-12.9,-12.05,-12.9,-10.63,0.85,2.902,-12.17,-16.17,-16.95,-12.11,-4.0,3.366,-16.29,-18.29,-18.38,-14.54,-2.0,5.189,-18.27,-14.69,-18.98,-14.69,3.58,0.617,1,3,164.65,-0.14689119170984455,2020-06-11,-0.14689119170984455,0.1370856353591159,,,,-0.06421275702170881,0.08168716127585718,0.15145105293652605
0.22,4.46,0.21,4.73,4.24,0.75,4.69,3.98,3.52,5.67,-0.71,5.898,4.24,-1.29,-1.45,5.03,-5.53,4.04,-1.28,1.22,-4.41,1.24,2.5,5.509,1.18,-0.82,-2.17,2.03,-2.0,3.371,-1.0,-6.47,-6.53,-0.96,-5.47,3.403,-6.38,-2.66,-6.53,-2.57,3.72,4.691,-2.53,-0.18,-4.17,0.45,2.35,4.325,-0.22,-0.09,-0.46,0.59,0.13,0.015,1,4,164.5,-0.0009110233829335845,2020-06-12,-0.1542416452442159,0.05855855855855863,,,,-0.05387254493556659,0.07729233297445148,0.14868300650407762
-7.69,-6.87,-7.69,-4.56,0.82,1.009,-6.43,-3.34,-7.76,-3.19,3.09,7.255,-3.22,-3.49,-4.78,-1.73,-0.27,4.034,-3.35,-2.45,-3.75,-1.28,0.9,3.282,-2.49,1.12,-2.62,1.2,3.61,2.572,1.15,0.53,0.3,2.38,-0.62,1.886,0.64,3.41,0.64,4.52,2.77,3.75,3.46,4.25,1.05,4.41,0.79,3.368,4.25,6.99,3.35,6.99,2.74,0.495,3,0,176.0,0.06990881458966558,2020-06-15,-0.08808290155440412,0.16556291390728473,,,,0.010016829092828639,0.14574784337543178,0.2261922335760802
0.0,5.52,0.0,6.19,5.52,1.035,5.73,6.37,4.93,7.57,0.64,5.628,5.97,-0.11,-0.3,6.87,-6.08,4.792,-0.4,2.3,-2.56,3.51,2.7,4.712,2.56,3.42,0.95,4.26,0.86,2.445,3.46,1.96,1.42,3.86,-1.5,1.593,2.13,2.68,1.53,3.9,0.55,2.673,2.16,2.78,0.16,3.0,0.62,3.262,2.6,3.97,1.7,3.98,1.37,0.492,1,1,182.98,0.03965909090909081,2020-06-16,0.11132705739447313,0.10461817084213698,,,,0.040599339013831504,0.18232265489878086,0.27134535012022964
0.01,0.83,0.01,2.2,0.82,0.643,0.8,0.67,0.13,2.99,-0.13,4.541,0.85,1.98,-0.53,2.25,1.13,2.967,1.89,1.87,0.94,2.25,-0.02,1.424,1.96,2.53,1.21,2.8,0.57,1.131,2.6,3.09,2.6,3.8,0.49,1.019,3.04,3.02,2.58,3.85,-0.02,1.095,2.99,1.26,0.55,3.01,-1.73,2.784,1.42,0.12,0.01,1.84,-1.3,0.576,1,2,183.2,0.0012023171931359045,2020-06-17,0.113677811550152,0.0379603399433428,,,,0.03398271276771592,0.17527555254913585,0.2694272083396003
2.07,-0.11,-1.27,2.07,-2.18,0.146,-0.05,0.15,-0.72,1.54,0.2,4.189,0.27,1.68,-0.59,1.75,1.41,2.517,1.77,0.89,0.38,2.19,-0.88,1.444,0.99,0.55,0.0,1.0,-0.44,0.781,0.35,0.76,-0.05,0.77,0.41,0.61,0.79,-0.16,-0.22,0.79,-0.95,0.942,-0.22,0.87,-0.91,0.93,1.09,1.469,0.83,1.53,-0.29,1.7,0.7,0.488,1,3,186.0,0.015283842794759916,2020-06-18,0.05681818181818188,0.024793388429751984,,,,0.04036853697619991,0.18426396051100258,0.28513555777855837
1.11,2.69,1.11,2.78,1.58,0.524,2.74,3.04,1.22,3.59,0.3,3.846,3.07,1.79,1.54,3.71,-1.28,2.072,1.87,1.63,1.46,3.01,-0.24,1.474,1.77,0.42,-2.84,1.81,-1.35,3.604,0.37,-2.19,-2.43,0.37,-2.56,2.074,-1.97,-1.15,-3.18,-0.75,0.82,2.671,-1.31,-2.52,-2.69,-0.26,-1.21,2.467,-2.69,-4.19,-4.87,-2.69,-1.5,1.296,1,4,178.2,-0.041935483870967794,2020-06-19,-0.026123073559951915,-0.08615384615384625,,,,-0.0026687080232093985,0.1286437531230371,0.2284162848587361
1.57,2.13,-0.14,2.38,0.56,0.709,2.08,0.79,-1.45,2.08,-1.29,5.63,0.91,0.68,0.62,2.67,-0.23,2.347,0.45,2.03,0.24,2.56,1.58,1.39,2.07,4.07,2.05,4.39,2.0,1.255,3.97,4.12,3.0,4.18,0.15,1.039,4.15,4.57,3.19,4.79,0.42,1.211,4.57,4.23,2.51,4.63,-0.34,1.804,4.29,5.22,4.03,5.5,0.93,0.301,3,0,187.5,0.05218855218855234,2020-06-22,0.02347161572052414,-0.02849740932642486,0.34408602150537626,,,0.04004276765290804,0.1788757045370044,0.2887743142602537
0.8,0.67,0.67,2.24,-0.13,0.601,0.99,0.56,-0.26,1.74,-0.43,3.543,0.66,0.65,-0.31,1.43,-0.01,1.987,0.62,2.58,0.18,2.58,1.96,1.366,2.64,2.21,1.81,3.04,-0.43,1.176,2.14,2.4,2.12,2.82,0.26,0.862,2.21,1.3,1.13,2.26,-0.91,1.018,1.19,-0.15,-0.63,1.47,-1.34,1.971,-0.07,-0.53,-0.92,0.52,-0.46,0.454,1,1,186.5,-0.005333333333333301,2020-06-23,0.0026881720430107503,-0.041131105398457546,0.35144927536231885,,,0.028047979722008343,0.16470544153593147,0.2783151980915728
-1.88,-1.34,-2.41,-0.7,0.54,0.727,-1.41,-2.64,-2.92,0.41,-1.23,3.862,-2.57,-3.01,-3.98,-1.94,-0.44,3.328,-3.47,-7.26,-8.57,-3.12,-3.79,3.756,-7.35,-5.35,-7.9,-5.29,2.0,2.413,-5.4,-6.32,-7.12,-4.89,-0.92,1.852,-6.18,-6.16,-7.91,-4.97,0.02,2.016,-6.08,-6.34,-6.62,-3.84,-0.26,3.038,-6.28,-7.13,-7.13,-5.36,-0.85,0.171,1,2,173.2,-0.0713136729222521,2020-06-24,-0.02805836139169471,-0.10259067357512963,0.40527383367139946,,,-0.037343074036833124,0.07819385253460553,0.1849472050992984
1.73,0.94,-1.33,2.19,-0.79,1.973,0.8,-1.86,-3.96,1.33,-2.66,5.845,-1.78,-0.47,-2.62,0.43,1.31,3.782,-0.64,-1.17,-2.42,-0.25,-0.53,2.162,-0.96,0.09,-0.96,0.68,1.05,1.307,0.09,-0.15,-0.89,0.25,-0.24,0.823,-0.24,-0.62,-1.8,-0.17,-0.38,1.0,-0.81,3.37,-0.81,3.85,4.18,2.64,3.39,3.72,2.56,3.86,0.33,0.246,1,3,179.65,0.0372401847575059,2020-06-25,-0.04186666666666661,0.09110233829334957,0.4611630744204962,,,-0.001222329229818797,0.11317970238288422,0.22627973499885945
0.19,-1.48,-2.03,1.28,-1.67,1.561,-1.48,-2.13,-2.69,0.24,-0.65,4.265,-2.59,-5.88,-6.62,-2.15,-3.29,4.203,-5.51,-3.95,-5.62,-3.55,1.56,2.333,-3.87,-4.42,-6.03,-3.87,-0.55,1.623,-4.69,-4.1,-4.7,-2.98,0.59,1.16,-4.25,-5.47,-6.17,-3.6,-1.22,1.464,-5.46,-6.18,-6.84,-3.15,-0.72,3.06,-6.28,-7.04,-7.04,-5.93,-0.76,0.413,1,4,167.0,-0.07041469524074595,2020-06-26,-0.1045576407506702,0.015197568389057725,0.2657268455358497,,,-0.05931331264043915,0.03338540839603921,0.13834663918215195
1.47,1.05,0.9,2.25,-0.42,0.536,1.03,-1.34,-2.69,1.32,-2.37,4.544,-1.2,1.54,-1.2,2.35,2.74,3.106,1.59,1.81,0.54,2.16,0.22,1.656,1.9,3.7,1.9,3.89,1.8,1.15,3.72,3.2,2.91,3.87,-0.52,0.906,3.24,2.69,2.36,3.5,-0.55,0.839,2.64,4.28,1.8,4.37,1.64,1.855,4.28,7.72,4.19,8.08,3.44,1.021,3,0,179.9,0.07724550898203586,2020-06-29,0.038683602771362624,0.02215909090909096,0.49294605809128633,,,0.010896693730284568,0.1082894289176739,0.22352400324113808
-1.05,-1.95,-2.63,0.27,-0.9,0.844,-2.06,3.31,-2.06,3.64,5.37,5.322,3.3,4.05,3.0,4.53,0.75,2.903,4.15,4.28,3.35,4.68,0.13,1.444,4.27,2.61,2.45,5.3,-1.66,1.609,2.53,2.95,1.93,3.18,0.42,1.304,2.95,3.67,2.47,3.67,0.72,1.039,3.72,4.5,2.79,5.47,0.78,2.037,4.62,3.45,3.45,4.62,-1.17,0.234,1,1,186.1,0.034463590883824224,2020-06-30,0.035903145004174686,0.017051043829926726,0.3485507246376811,,,0.03711161398205953,0.1399366821418928,0.2623537595417753
-0.67,1.18,-2.31,1.85,1.85,1.138,1.2,-2.23,-2.86,1.25,-3.43,5.181,-1.89,-0.49,-2.06,0.23,1.4,2.24,-0.37,-1.41,-2.12,-0.37,-1.04,1.473,-1.38,-1.77,-2.31,-1.19,-0.39,1.141,-1.67,-1.79,-2.39,-0.96,-0.12,0.849,-1.76,-2.15,-2.6,-1.4,-0.39,1.07,-2.18,-3.14,-3.37,-0.93,-0.96,1.551,-3.1,-3.06,-3.39,-2.82,0.04,0.149,1,2,180.4,-0.030628694250402932,2020-07-01,0.08023952095808395,-0.015283842794759694,0.3054490194659527,,,0.0043699481369514626,0.10048953697497076,0.2209719140768065
1.72,4.05,1.72,4.35,2.33,0.912,4.16,5.98,3.75,6.03,1.82,3.608,5.71,3.4,3.38,6.46,-2.31,2.743,3.46,4.99,2.51,5.04,1.53,1.994,5.04,5.14,4.3,5.16,0.1,1.138,5.18,4.78,4.72,5.67,-0.4,0.817,4.73,5.99,4.47,6.02,1.26,0.988,5.88,3.69,3.22,6.01,-2.19,1.819,3.69,4.21,3.66,4.21,0.52,0.355,1,3,188.0,0.042128603104212736,2020-07-02,0.04502501389660929,0.010752688172043001,0.22077922077922074,,,0.037873435880330764,0.14028485204637509,0.26897015475607056
4.94,4.78,3.8,5.32,-0.16,0.576,4.56,7.43,4.43,7.61,2.87,3.949,7.5,7.48,6.18,7.98,-0.02,2.357,7.37,7.89,7.27,8.46,0.52,1.283,7.93,7.75,7.68,8.47,-0.18,0.873,7.71,7.12,6.34,7.71,-0.59,0.936,6.99,6.41,5.45,7.04,-0.58,1.107,6.33,7.45,5.76,7.93,1.12,1.684,7.47,8.78,7.04,8.84,1.31,0.063,4,0,204.5,0.0877659574468086,2020-07-06,0.09887157442235361,0.1475869809203143,0.43508771929824563,,,0.10309807014507255,0.22878055621251847,0.3751383204812333
-2.69,-2.44,-2.95,-2.2,0.25,0.293,-2.45,-1.13,-2.45,-0.48,1.32,3.683,-1.09,-0.83,-2.08,-0.54,0.26,1.976,-0.84,-1.44,-1.57,-0.14,-0.6,1.079,-1.35,-2.16,-2.49,-1.35,-0.81,0.863,-2.11,-2.47,-2.82,-1.68,-0.36,1.042,-2.69,-3.18,-3.74,-2.2,-0.49,1.062,-3.24,-5.21,-5.38,-3.1,-1.97,1.872,-4.85,-3.91,-5.42,-3.91,0.94,0.298,1,1,196.5,-0.03911980440097795,2020-07-07,0.08924611973392449,0.04800000000000004,0.38088545326774415,,,0.04851718820758699,0.17240243451500126,0.31713172269713197
1.02,1.42,1.02,1.73,0.4,0.327,1.53,1.65,0.34,1.81,0.12,3.473,1.7,2.34,1.44,2.73,0.64,1.568,2.37,1.12,-1.11,2.42,-1.25,2.133,1.26,1.81,0.89,1.9,0.55,0.758,1.63,0.3,0.0,1.83,-1.33,0.702,0.15,0.96,0.0,1.09,0.81,1.211,1.01,3.31,0.91,3.31,2.3,1.754,3.12,3.56,2.8,3.79,0.44,0.11,1,2,203.5,0.03562340966921118,2020-07-08,0.08244680851063824,0.09115281501340489,0.3717559824738794,,,0.06917639112807517,0.20405488468895894,0.3591291194750299
0.25,0.76,0.05,1.12,0.51,0.629,0.74,0.97,-0.74,1.13,0.23,3.441,1.19,-2.34,-2.7,2.21,-3.53,3.402,-2.46,-1.9,-3.66,-1.18,0.56,2.999,-1.93,0.66,-1.97,0.66,2.59,1.278,0.66,1.65,0.6,3.78,0.99,2.357,1.51,4.09,1.43,4.23,2.58,1.348,3.97,3.68,2.57,5.35,-0.29,2.521,3.53,3.1,2.7,4.02,-0.43,0.41,1,3,209.8,0.030958230958231026,2020-07-09,0.025916870415648052,0.2113163972286376,0.3748361730013108,,,0.08215284056230976,0.22969256572738272,0.39563385243939586
0.1,0.71,-1.93,1.05,0.61,0.795,0.62,-2.25,-2.85,1.51,-2.87,5.296,-2.37,-1.26,-3.61,-0.38,1.11,3.118,-1.58,-0.56,-2.12,-0.01,1.02,1.478,-0.53,-1.7,-2.43,-0.53,-1.17,1.072,-1.57,-1.81,-2.44,-1.38,-0.24,0.765,-1.81,-2.19,-3.03,-1.69,-0.38,0.814,-2.2,-0.55,-2.48,-0.2,1.65,1.242,-0.58,-0.38,-0.86,-0.2,0.2,0.08,1,4,209.0,-0.0038131553860820677,2020-07-10,0.06361323155216292,0.16337322571667134,0.4433701657458562,,,0.0629467986825023,0.21428907217788495,0.38493341457532293
1.1,4.16,1.1,5.26,3.06,1.827,4.01,5.81,3.59,7.38,1.8,4.986,5.94,4.78,3.65,5.94,-1.16,2.54,4.75,4.78,4.16,5.5,0.03,1.301,4.58,3.83,3.75,4.9,-0.75,1.02,3.98,3.11,3.06,4.55,-0.87,1.013,3.0,2.05,-0.14,3.22,-0.95,2.795,1.99,-5.18,-5.74,1.99,-7.17,4.582,-5.18,-3.83,-5.37,-3.35,1.35,0.885,3,0,201.0,-0.038277511961722466,2020-07-13,-0.012285012285012331,0.20359281437125754,0.2934362934362933,,,0.01813918257562741,0.1601742915111799,0.327537148866875
0.87,-2.49,-3.83,2.24,-3.36,0.952,-3.03,-3.77,-7.45,-1.15,-0.74,7.321,-3.71,-2.49,-6.59,-1.17,1.22,5.3,-2.44,-0.22,-3.23,1.09,2.22,3.497,-0.0,-1.2,-1.39,1.0,-1.2,1.924,-1.08,0.97,-1.92,1.61,2.05,1.898,0.89,2.11,0.5,2.52,1.22,2.322,2.29,3.68,0.39,4.19,1.39,3.01,3.82,5.62,2.99,5.71,1.8,0.453,1,1,212.3,0.05621890547263697,2020-07-14,0.011916110581506212,0.18010005558643694,0.4059602649006624,,,0.06083898663296439,0.21466146000545394,0.3965811496775724
1.54,0.32,-0.62,1.54,-1.22,0.683,0.33,-3.94,-4.28,0.41,-4.27,5.623,-3.56,-2.55,-4.67,-1.38,1.01,2.565,-2.47,-6.65,-6.65,-2.24,-4.18,3.086,-6.45,-4.43,-7.21,-4.3,2.02,2.3,-4.29,-3.57,-4.96,-2.87,0.72,1.088,-3.61,-3.68,-3.95,-2.17,-0.07,1.702,-3.75,-2.69,-4.32,-1.91,1.06,1.974,-2.69,-4.8,-4.8,-2.03,-2.11,0.868,1,2,202.11,-0.04799811587376357,2020-07-15,-0.03296650717703342,0.08602901665771112,0.22010262601871422,,,0.008102333127499195,0.14931268361885452,0.3252024364627544
-2.53,-0.22,-2.53,-0.05,2.31,0.099,-1.04,-1.75,-2.3,-0.34,-0.71,4.905,-1.68,-0.78,-2.58,0.48,0.9,2.87,-0.76,-0.5,-2.52,-0.46,0.26,1.888,-0.45,-0.51,-1.03,0.28,-0.06,0.862,-0.61,0.57,-0.61,1.01,1.18,1.108,0.43,0.07,0.0,1.66,-0.36,1.097,0.07,1.02,-0.03,2.16,0.95,1.605,0.97,-0.05,-0.05,1.29,-1.02,0.251,1,3,202.0,-0.0005442580772847538,2020-07-16,0.004975124378109541,0.1197339246119733,0.14447592067988668,,,0.0061717952961704015,0.14202814434047273,0.32021863600839273
1.24,2.97,0.25,2.97,1.73,2.393,2.88,2.2,1.44,3.37,-0.68,3.404,2.0,2.52,0.99,3.31,0.52,2.295,2.43,3.61,2.3,3.79,1.18,1.171,3.67,2.38,2.19,3.99,-1.29,0.836,2.52,2.34,1.44,2.72,-0.18,0.667,2.32,2.99,2.32,3.25,0.67,0.707,2.92,2.9,2.4,3.51,-0.02,1.054,2.9,2.62,2.56,2.9,-0.28,0.0,1,4,207.3001,0.026238118811881206,2020-07-17,-0.023551106924164067,0.10266010638297862,0.14214931129476582,,,0.026492801321261528,0.1641408980271759,0.35009160746306267
0.22,0.72,0.22,0.97,0.5,0.0,0.74,0.18,-1.39,1.35,-0.56,4.32,0.25,1.47,-0.14,2.35,1.22,1.995,1.63,2.57,1.42,3.3,0.94,1.138,2.54,3.1,2.03,3.13,0.56,0.893,3.01,3.43,2.42,3.43,0.42,0.579,3.23,4.78,3.23,5.04,1.55,0.859,4.65,6.36,4.62,6.91,1.71,1.376,6.44,6.13,5.41,6.75,-0.31,0.682,3,0,220.0,0.06126335684353279,2020-07-20,0.08851615456929385,0.07579462102689494,0.1282051282051282,,,0.07195904381596985,0.22415654804759355,0.42665885211408106
2.32,2.0,0.91,3.18,-0.32,0.413,1.98,1.59,0.16,2.52,-0.39,4.188,1.64,-1.24,-1.87,1.66,-2.88,3.109,-1.21,-1.82,-2.38,-0.9,-0.61,1.947,-1.76,-1.27,-2.16,-1.0,0.49,0.763,-1.26,-0.24,-1.9,-0.2,1.02,0.691,-0.16,0.15,-0.16,0.59,0.31,0.747,0.0,-1.85,-2.87,0.23,-1.85,2.329,-1.82,-0.45,-1.82,0.34,1.37,1.163,1,1,219.0,-0.004545454545454519,2020-07-21,0.08415841584158423,0.11450381679389321,0.13471502590673579,,,0.05422751416524374,0.20823491662486426,0.4142612445277727
-1.93,-0.46,-1.93,0.72,1.47,0.682,-0.46,1.09,-1.88,1.41,1.55,3.828,1.23,-1.2,-1.37,2.08,-2.43,2.38,-1.12,-0.84,-2.62,-0.35,0.28,1.832,-0.54,-1.14,-1.8,-0.21,-0.6,0.923,-1.16,-2.08,-2.15,-0.91,-0.92,0.761,-2.08,-1.45,-2.11,-0.91,0.63,1.02,-1.24,-0.19,-1.36,0.32,1.05,1.2,-0.19,-0.46,-0.91,-0.09,-0.27,0.248,1,2,218.0,-0.004566210045662156,2020-07-22,0.05161550814495519,0.07125307125307123,0.12082262210796912,,,0.04006938696120921,0.19323200179825362,0.4021140087066244
1.38,-0.16,-0.16,1.38,-1.54,0.149,0.13,1.41,-0.67,1.56,1.28,3.367,1.25,2.08,-0.08,2.8,0.83,2.85,2.23,1.52,1.15,2.75,-0.71,1.644,1.51,-2.11,-2.76,1.51,-3.62,2.725,-2.18,-4.32,-5.73,-1.05,-2.14,2.478,-4.55,-4.17,-7.04,-4.08,0.38,3.643,-4.04,-4.44,-5.51,-3.83,-0.4,2.917,-4.4,-5.32,-6.39,-4.4,-0.92,1.656,1,3,206.4,-0.053211009174311874,2020-07-23,-0.06181818181818177,-0.0162059103908484,0.06943005181347162,,,-0.012531508996579177,0.1240201321698704,0.323194125660913
-3.59,-4.31,-4.45,-1.72,-0.72,0.706,-4.37,-4.63,-8.21,-3.85,-0.26,8.026,-4.68,-0.53,-4.8,-0.5,4.15,3.576,-0.69,0.29,-1.57,0.53,0.98,2.332,0.18,-3.1,-3.62,0.53,-3.28,1.738,-3.4,-2.6,-4.66,-2.23,0.8,1.376,-2.55,-2.97,-3.31,-1.96,-0.42,1.076,-3.05,-3.79,-4.91,-2.54,-0.74,1.749,-3.84,-4.07,-4.07,-3.27,-0.23,0.209,1,4,198.0,-0.04069767441860472,2020-07-24,-0.09589041095890416,-0.052631578947368474,0.20255086547221368,,,-0.0435513274392727,0.07497536862317644,0.26595041449796697
2.75,4.04,2.53,4.04,1.29,0.324,4.04,8.15,3.9,8.18,4.11,5.646,8.21,8.16,7.41,9.06,-0.05,2.738,8.05,7.45,5.71,8.22,-0.6,2.07,7.75,8.91,7.44,9.04,1.16,1.055,9.02,9.09,8.68,9.6,0.07,0.912,9.21,8.59,8.46,9.64,-0.62,1.066,8.66,9.85,8.65,9.85,1.19,1.581,9.73,10.35,9.1,10.35,0.62,0.166,3,0,218.5,0.10353535353535359,2020-07-27,0.002293577981651307,0.08706467661691542,0.32826747720364735,,,0.04493534062735649,0.17767063237193437,0.39152388144392236
-1.26,-2.29,-2.74,-1.19,-1.03,0.833,-2.29,-5.99,-6.96,-2.29,-3.7,5.147,-6.08,-4.53,-6.28,-3.98,1.55,2.748,-4.53,-4.27,-5.57,-3.38,0.26,1.746,-4.27,-4.58,-5.05,-4.12,-0.31,0.842,-4.48,-3.73,-4.71,-3.43,0.75,0.773,-3.67,-4.83,-5.03,-3.67,-1.16,0.869,-4.92,-6.44,-6.75,-4.82,-1.52,1.857,-6.44,-3.98,-6.84,-3.98,2.46,0.727,1,1,209.8,-0.03981693363844385,2020-07-28,0.016472868217054293,-0.011775788977861468,0.19204545454545463,,,0.002722259056568088,0.12500966999560537,0.33166397794714086
0.1,0.38,0.1,0.76,0.28,0.046,0.45,0.46,-0.23,1.47,0.01,4.307,0.48,1.98,0.34,2.25,1.5,1.782,1.91,1.75,1.63,2.9,-0.16,1.297,1.66,2.16,0.86,2.49,0.5,0.952,2.34,2.24,1.89,2.53,-0.1,0.654,2.48,3.64,1.91,4.76,1.16,1.559,3.63,3.58,2.65,4.39,-0.05,2.082,3.75,7.7,2.72,8.67,3.95,1.512,1,2,225.95,0.07697807435652981,2020-07-29,0.14116161616161604,0.11795556874969071,0.23483440813203638,,,0.0644444985256254,0.201638994048428,0.42800374708144884
