Open 0,Close 0,Low 0,High 0,Gain 0,Vola (m) 0,Open 1,Close 1,Low 1,High 1,Gain 1,Vola (m) 1,Open 2,Close 2,Low 2,High 2,Gain 2,Vola (m) 2,Open 3,Close 3,Low 3,High 3,Gain 3,Vola (m) 3,Open 4,Close 4,Low 4,High 4,Gain 4,Vola (m) 4,Open 5,Close 5,Low 5,High 5,Gain 5,Vola (m) 5,Open 6,Close 6,Low 6,High 6,Gain 6,Vola (m) 6,Open 7,Close 7,Low 7,High 7,Gain 7,Vola (m) 7,Open 8,Close 8,Low 8,High 8,Gain 8,Vola (m) 8,Paused Days,Weekday,Day Close,Trend 1d,Day,Trend 3d,Trend 10d,Trend 30d,Trend 90d,Trend 300d,d_ema10,d_ema50,d_ema200
-3.65,-4.82,-5.38,-3.08,-1.17,1.148,-4.82,-4.44,-5.07,-1.13,0.38,6.263,-4.57,-1.9,-4.76,-1.59,2.67,2.975,-1.93,-0.95,-2.68,-0.46,0.98,1.695,-0.94,0.11,-1.34,0.11,1.05,1.311,0.03,1.5,-0.17,1.56,1.47,1.273,1.5,1.62,0.16,1.91,0.12,1.281,1.57,1.83,0.69,2.07,0.26,1.632,1.97,4.89,1.57,5.36,2.92,0.38,1,3,237.0,0.04890462491701708,2020-07-30,0.0846681922196797,0.1732673267326732,0.29366812227074246,,,0.09334164300114445,0.2476636211267791,0.4904565655464699
-1.18,-1.69,-1.69,0.0,-0.51,0.536,-1.94,-4.66,-4.94,-1.94,-2.72,5.237,-4.67,-6.24,-7.81,-4.49,-1.57,3.316,-6.2,-5.62,-6.4,-4.32,0.58,1.871,-5.65,-7.76,-8.46,-5.46,-2.11,2.25,-7.86,-7.66,-7.96,-6.65,0.2,1.421,-7.55,-6.65,-8.56,-6.44,0.9,1.49,-6.49,-4.39,-6.51,-4.35,2.1,2.228,-4.43,-4.43,-5.06,-3.45,0.0,0.764,1,4,226.5,-0.044303797468354444,2020-07-31,0.07959961868446142,0.09261886511390971,0.217741935483871,,,0.03644086706295502,0.18345865861877453,0.4184334633136737
1.99,2.07,1.44,3.75,0.08,0.441,1.92,5.31,1.92,5.77,3.39,4.703,5.5,5.04,4.84,6.48,-0.46,2.248,5.05,5.84,4.98,6.24,0.79,1.015,5.71,5.91,5.61,6.4,0.2,0.617,5.91,5.51,5.25,6.4,-0.4,0.547,5.54,6.05,5.1,6.08,0.51,0.684,6.03,5.69,4.71,6.24,-0.34,1.638,5.96,5.23,5.17,6.18,-0.73,0.592,3,0,238.3401,0.05227417218543051,2020-08-03,0.05483558309360492,0.08336409090909092,0.3374865319865321,,,0.07294178509500338,0.2334565009063112,0.4853009889998663
0.86,0.23,-1.19,1.08,-0.63,2.436,0.23,2.25,-0.04,2.5,2.02,3.582,2.3,3.77,1.67,3.92,1.47,1.676,3.75,3.01,2.29,3.75,-0.74,1.152,2.79,2.56,1.96,3.03,-0.23,0.718,2.38,3.31,2.1,3.44,0.93,0.439,3.4,3.05,1.64,3.7,-0.35,0.952,3.17,5.17,3.09,5.17,2.0,0.958,5.02,4.38,4.03,5.07,-0.64,0.489,1,1,248.79,0.04384448945015951,2020-08-04,0.04974683544303793,0.1360273972602739,0.32688000000000006,,,0.0960731612207919,0.273180450032918,0.5419780725815924
1.69,0.58,0.41,1.99,-1.11,0.588,0.29,0.59,-1.93,0.89,0.3,4.037,0.88,-0.6,-0.87,1.6,-1.48,1.929,-0.5,-0.59,-0.6,0.4,-0.09,0.72,-0.46,-1.07,-1.26,-0.23,-0.61,0.47,-1.03,0.17,-1.14,0.17,1.2,0.47,0.17,-0.15,-0.43,0.7,-0.32,0.587,-0.2,0.3,-1.07,0.43,0.5,1.015,0.41,-0.72,-0.76,0.48,-1.13,0.103,1,2,247.0,-0.007194822943044299,2020-08-05,0.09050772626931569,0.1330275229357798,0.32439678284182305,,,0.07101444212341956,0.2510669315684322,0.5228395262544312
0.0,0.43,-1.21,0.79,0.43,0.107,0.43,0.02,-1.63,0.61,-0.41,3.522,0.05,-1.38,-2.31,0.69,-1.43,1.881,-1.39,-1.42,-1.84,-0.73,-0.03,1.054,-1.18,-0.12,-1.21,0.0,1.06,0.606,-0.15,-0.1,-0.45,0.12,0.05,0.348,-0.1,0.88,-0.1,1.25,0.98,0.756,0.91,0.77,0.18,1.25,-0.14,0.844,0.77,0.65,0.57,0.92,-0.12,0.0,1,3,248.6,0.006477732793522151,2020-08-06,0.04304730928618383,0.2044573643410852,0.4353348729792148,,,0.06288774660438956,0.24650209879953566,0.5246227528828904
-2.61,-0.54,-2.61,0.12,2.07,0.244,-0.6,0.42,-0.7,0.83,1.02,3.095,0.76,-0.52,-1.13,0.97,-1.28,1.635,-0.55,-2.45,-2.45,-0.42,-1.9,1.263,-2.42,-4.45,-4.46,-1.97,-2.03,1.391,-4.47,-6.14,-6.47,-4.32,-1.67,2.047,-5.92,-5.92,-6.81,-5.43,0.0,1.665,-5.95,-3.26,-6.03,-3.26,2.69,2.099,-3.28,-3.15,-3.46,-2.65,0.13,0.449,1,4,240.78,-0.03145615446500405,2020-08-07,-0.03219582780658381,0.21606060606060606,0.3402727525744502,,,0.02396986200397544,0.1975568819324005,0.4696933384745652
0.09,0.88,-0.53,0.92,0.79,0.265,0.45,-0.18,-0.98,1.05,-0.63,2.831,-0.22,-4.07,-4.17,0.26,-3.85,2.325,-4.12,-1.61,-4.47,-1.45,2.51,1.419,-1.51,0.14,-2.04,0.35,1.65,0.916,0.15,-0.15,-0.32,1.13,-0.3,1.094,0.02,0.68,-0.25,0.79,0.66,0.755,0.67,0.02,-0.65,0.85,-0.65,0.862,-0.08,-0.34,-0.34,-0.08,-0.26,0.0,3,0,239.97,-0.0033640667829554216,2020-08-10,-0.028461538461538427,0.0982608695652174,0.4369461077844312,,,0.016730874846103916,0.18453835394333873,0.4580068287940142
1.12,-0.03,-0.89,2.1,-1.15,0.976,-0.03,0.93,-1.49,2.43,0.96,5.575,1.03,0.71,-0.65,1.5,-0.32,2.086,0.82,-0.05,-0.19,1.64,-0.87,1.16,0.05,2.24,-0.16,2.89,2.19,2.094,2.2,2.41,1.8,2.98,0.21,0.814,2.31,1.48,0.9,2.72,-0.83,1.106,1.34,-3.17,-3.84,1.62,-4.51,3.022,-3.06,-1.45,-3.24,-1.45,1.61,0.13,1,1,236.5,-0.014460140850939718,2020-08-11,-0.04867256637168138,0.12726406101048604,0.31461923290717064,,,0.0016593178033157407,0.15979560147477256,0.43070385831602653
0.64,0.42,0.12,1.01,-0.22,0.189,0.88,2.63,0.05,2.7,1.75,3.203,2.69,5.52,1.96,5.6,2.83,2.182,5.43,6.33,4.82,6.34,0.9,1.254,6.41,6.98,6.41,8.01,0.57,1.462,7.06,7.9,6.29,7.97,0.84,1.18,7.94,8.29,7.21,8.54,0.35,1.083,8.29,8.24,7.1,8.81,-0.05,1.417,8.27,7.4,7.2,8.27,-0.87,0.759,1,2,254.0,0.07399577167019022,2020-08-12,0.05490489243292629,0.1241425094047357,0.3648576034390114,,,0.06115746210059547,0.23373228334050178,0.5284097089105655
0.39,1.69,0.39,2.05,1.3,0.049,0.69,-0.63,-1.69,0.85,-1.32,4.234,-0.7,-0.4,-2.45,-0.4,0.3,1.651,-0.5,-1.17,-1.92,0.2,-0.67,1.142,-0.85,-0.48,-1.15,-0.4,0.37,0.529,-0.47,-1.34,-2.48,-0.28,-0.87,0.996,-1.43,-3.12,-3.92,-1.43,-1.69,1.678,-2.9,-2.63,-3.18,-1.76,0.27,1.299,-2.49,-1.38,-2.49,-1.24,1.11,0.161,1,3,250.5,-0.013779527559055094,2020-08-13,0.04388048506063269,0.05696202531645578,0.38858093126385795,,,0.0377548240779475,0.20647782379871393,0.4997776951387287
-0.58,-0.24,-0.98,0.2,0.34,0.778,-0.28,0.78,-1.32,2.19,1.06,4.338,0.95,-1.11,-1.9,1.15,-2.06,2.367,-1.15,-1.29,-1.77,0.23,-0.14,1.213,-1.35,-0.85,-1.64,-0.17,0.5,0.784,-0.99,-1.31,-1.86,-0.85,-0.32,0.753,-1.34,-1.55,-2.01,-1.15,-0.21,0.592,-1.52,-1.38,-2.34,-1.26,0.14,0.95,-1.48,-1.41,-1.78,-1.09,0.07,0.038,1,4,246.97,-0.01409181636726542,2020-08-14,0.04427061310782232,0.09037527593818995,0.3136702127659574,,,0.018846082408499942,0.18070320902652703,0.47163427148029147
2.26,2.58,0.9,2.59,0.32,0.47,2.39,2.7,1.93,4.37,0.31,3.208,2.64,2.58,1.91,3.37,-0.06,1.725,2.53,3.76,2.23,4.02,1.23,0.683,3.59,4.53,3.17,4.78,0.94,0.477,4.53,4.54,4.43,4.96,0.01,0.447,4.67,4.66,4.41,4.95,-0.01,0.336,4.68,3.56,3.42,4.68,-1.12,0.698,3.71,4.03,3.71,4.03,0.32,0.036,3,0,256.93,0.040328784872656565,2020-08-17,0.01153543307086613,0.07799736594891082,0.2563814180929096,,,0.04850903571648035,0.21741912034405875,0.5229371799526192
1.0,1.11,0.42,1.38,0.11,0.413,0.86,-1.43,-1.74,1.44,-2.29,3.051,-1.35,-1.57,-2.93,-0.95,-0.22,2.046,-1.33,-1.53,-2.1,-1.0,-0.2,0.83,-1.53,-1.94,-2.19,-0.95,-0.41,0.578,-1.94,-1.82,-2.5,-1.74,0.12,0.532,-1.85,-2.1,-2.2,-1.81,-0.25,0.173,-2.28,-2.15,-2.28,-1.58,0.13,0.761,-1.95,-1.53,-2.04,-1.43,0.42,0.0,1,1,253.0,-0.015295995018098307,2020-08-18,0.009980039920159722,0.016921902005707645,0.28753180661577615,,,0.026411292359163285,0.18952397869803184,0.4922236526910744
0.0,-0.4,-1.19,0.0,-0.4,0.009,-0.32,-1.04,-1.53,0.25,-0.72,3.042,-1.02,-0.4,-1.02,0.06,0.62,0.77,-0.25,-0.17,-0.99,-0.11,0.08,0.603,-0.16,-0.36,-0.59,0.38,-0.2,0.422,-0.28,-0.07,-0.71,0.27,0.21,0.21,-0.07,-1.54,-3.25,0.0,-1.47,1.822,-1.64,-2.45,-3.15,-1.53,-0.81,1.207,-2.36,-3.15,-3.16,-1.58,-0.79,0.365,1,2,245.03,-0.031501976284584954,2020-08-19,-0.007855205085637973,-0.007975708502024337,0.2040786240786241,,,-0.004851062652452165,0.14522287756278018,0.43884158094046266
-0.01,-2.05,-2.05,0.4,-2.04,0.079,-2.18,-0.56,-3.79,-0.33,1.62,5.048,-0.64,-2.78,-3.02,-0.56,-2.14,1.835,-2.66,-1.73,-3.93,-1.63,0.93,1.317,-1.76,-2.64,-2.66,-1.62,-0.88,0.832,-2.59,-1.96,-2.59,-1.85,0.63,0.499,-1.93,-1.93,-2.58,-1.7,0.0,0.686,-1.93,-1.85,-2.29,-0.91,0.08,1.129,-1.81,-1.24,-1.81,-1.24,0.57,0.091,1,3,242.0,-0.01236583275517289,2020-08-20,-0.0581092126260071,-0.02654867256637161,0.15347950428979984,,,-0.014081396203760255,0.12527770203695,0.415120398336271
-0.83,-1.07,-2.36,-0.41,-0.24,1.544,-0.74,-0.53,-2.27,-0.53,0.21,3.82,-0.44,-0.51,-1.75,-0.36,-0.07,1.31,-0.48,-0.62,-1.24,0.26,-0.14,1.025,-0.81,0.92,-0.85,0.99,1.73,0.692,0.99,0.23,-0.06,1.05,-0.76,0.521,0.32,0.81,0.19,0.97,0.49,0.521,0.66,1.65,0.56,1.65,0.99,0.741,1.61,1.61,1.24,1.65,0.0,0.055,1,4,245.89,0.01607438016528917,2020-08-21,-0.028102766798419054,0.02122269291469392,0.17650717703349272,,,0.0014449638878044624,0.13697356228082636,0.4316301246790111
2.12,2.99,2.12,3.12,0.87,0.223,3.03,2.35,1.47,4.0,-0.68,3.723,2.39,0.86,0.53,3.32,-1.53,2.218,1.14,1.58,0.99,1.85,0.44,0.881,1.72,1.37,1.13,2.18,-0.35,0.657,1.51,1.62,1.23,1.99,0.11,0.554,1.5,0.86,0.7,1.94,-0.64,0.488,0.83,2.75,0.5,2.88,1.92,1.017,2.77,2.93,2.48,3.3,0.16,1.38,3,0,253.1,0.029322054577250123,2020-08-24,0.032934742684569196,0.054715172729924655,0.2592039800995025,,,0.0250672614561811,0.1625474245347327,0.4666966212296084
0.55,0.12,-0.51,0.56,-0.43,0.457,0.35,1.58,0.02,2.34,1.23,3.511,1.55,0.95,0.21,1.77,-0.6,1.67,0.75,0.97,0.19,1.34,0.22,0.751,1.07,1.3,0.75,1.42,0.23,0.485,1.35,1.76,1.2,2.41,0.41,0.558,1.86,2.2,1.5,2.24,0.34,0.485,2.16,2.99,2.03,3.07,0.83,0.786,3.05,3.11,2.16,3.32,0.06,0.425,1,1,260.98,0.03113393915448448,2020-08-25,0.07842975206611569,0.10350951374207207,0.22929816297691952,,,0.04614328620823538,0.18947159204324882,0.5046895824589801
0.41,0.72,0.01,0.77,0.31,0.266,0.61,-0.36,-0.67,0.72,-0.97,2.407,-0.44,0.39,-0.8,0.95,0.83,0.896,0.42,0.72,-0.77,0.87,0.3,0.847,0.82,0.94,0.72,1.59,0.12,0.595,0.9,1.53,0.9,1.74,0.63,0.361,1.44,0.21,0.09,1.84,-1.23,0.788,0.2,0.9,0.14,1.39,0.7,0.941,1.07,0.39,0.29,1.36,-0.68,0.801,1,2,262.0,0.003908345467085628,2020-08-26,0.06551710114278753,0.03149606299212593,0.2963237840779773,,,0.04072692656797816,0.18509881385181348,0.5029350639875396
0.0,1.15,-0.95,1.53,1.15,0.255,1.13,-2.27,-2.6,1.68,-3.4,4.915,-2.24,-0.77,-4.01,-0.69,1.47,2.128,-0.83,-1.44,-2.1,-0.27,-0.61,1.185,-1.57,-4.34,-4.94,-1.54,-2.77,1.796,-4.58,-3.11,-5.02,-3.07,1.47,1.577,-3.24,-2.31,-3.29,-1.84,0.93,0.965,-2.18,-3.27,-3.46,-1.66,-1.09,1.347,-3.25,-3.18,-3.62,-2.66,0.07,0.511,1,3,253.67,-0.03179389312977099,2020-08-27,0.0022520742789411408,0.012654690618762343,0.2557920792079207,,,0.006240741577068665,0.14082460453459733,0.44859043701751844
0.72,0.72,-0.89,0.72,0.0,1.413,0.56,2.32,-0.08,2.34,1.76,3.48,2.5,1.39,1.06,2.94,-1.11,1.631,1.7,2.91,1.61,3.22,1.21,0.952,2.82,3.91,2.82,3.93,1.09,0.938,3.84,3.79,2.76,3.9,-0.05,0.806,3.77,4.54,3.58,5.05,0.77,0.759,4.39,5.57,4.37,5.68,1.18,0.969,5.59,5.41,4.86,5.59,-0.18,0.025,1,4,267.39,0.0540860172665274,2020-08-28,0.024561269062763236,0.08268210713851887,0.2898691317563282,,,0.04909293496864886,0.19305175370561023,0.5189746768200669
0.79,0.1,0.1,1.16,-0.69,0.411,0.08,-1.82,-2.46,0.08,-1.9,3.243,-1.82,-0.55,-2.3,-0.52,1.27,1.371,-0.71,-0.83,-2.01,-0.56,-0.12,0.998,-0.71,1.2,-0.72,1.56,1.91,1.073,1.26,1.65,1.04,2.06,0.39,0.648,1.53,1.36,1.16,1.84,-0.17,0.633,1.35,-0.29,-0.29,1.49,-1.64,1.321,-0.11,0.15,-0.89,0.42,0.26,0.315,3,0,267.8,0.0015333408130446813,2020-08-31,0.022137404580152786,0.04230724321799717,0.21727272727272728,,,0.04110417066826799,0.18581861273363054,0.513453345334359
2.02,0.96,0.96,2.8,-1.06,0.352,1.53,3.16,0.1,3.85,1.63,4.018,2.93,4.77,2.89,5.3,1.84,1.924,4.43,3.97,3.3,4.71,-0.46,1.018,4.02,4.39,3.85,5.25,0.37,0.902,4.28,4.72,4.08,5.01,0.44,0.341,4.56,4.53,4.25,4.97,-0.03,0.333,4.57,5.39,4.25,5.49,0.82,0.76,5.35,6.24,4.93,6.24,0.89,0.209,1,1,284.5,0.06235997012696037,2020-09-01,0.12153585366815167,0.12450592885375489,0.2990867579908676,,,0.08510898123617561,0.2470625114046623,0.5981664090912737
2.07,3.48,1.28,3.53,1.41,0.109,3.49,2.39,0.81,5.33,-1.1,5.633,2.44,5.31,2.44,5.83,2.87,3.118,5.32,4.24,2.72,5.35,-1.08,2.76,4.25,5.61,4.12,6.07,1.36,1.212,5.57,7.04,5.42,7.31,1.47,0.991,7.05,7.57,6.5,7.85,0.52,0.641,7.65,7.92,7.51,9.45,0.27,1.71,8.07,8.26,7.21,8.26,0.19,0.36,1,2,308.0,0.08260105448154653,2020-09-02,0.15187553760424843,0.25698894012978,0.4128440366972477,,,0.13856679870269173,0.33178802829444676,0.7176968179225127
-3.25,-4.64,-4.64,-2.27,-1.39,0.426,-4.69,-8.28,-9.98,-4.55,-3.59,7.074,-8.66,-11.97,-14.28,-7.28,-3.31,5.151,-12.17,-13.84,-17.37,-12.17,-1.67,5.415,-13.89,-17.51,-17.63,-13.74,-3.62,3.138,-17.51,-17.31,-18.76,-15.84,0.2,2.855,-17.49,-18.16,-18.33,-16.16,-0.67,2.127,-17.98,-17.21,-19.14,-17.09,0.77,3.411,-17.21,-22.08,-22.69,-16.15,-4.87,0.794,1,3,240.0,-0.22077922077922074,2020-09-03,-0.10380881254667662,-0.008264462809917328,0.16279069767441867,,,-0.09422768663494052,0.03622260874224548,0.3339724850881456
6.71,4.97,-0.38,7.27,-1.74,1.292,3.85,2.77,2.09,8.52,-1.08,9.545,2.97,-3.74,-8.31,4.49,-6.71,8.611,-3.34,-0.63,-6.0,-0.52,2.71,4.982,-0.57,0.49,-2.08,1.79,1.06,3.302,0.01,-0.29,-2.5,0.06,-0.3,2.152,-0.42,4.1,-1.12,4.25,4.52,3.05,4.22,2.71,2.71,6.37,-1.51,3.854,3.3,2.1,1.08,3.33,-1.2,0.201,1,4,245.05,0.021041666666666625,2020-09-04,-0.13866432337434087,-0.0034161616983202636,0.23762626262626263,,,-0.06235387921699598,0.0556243362224087,0.3571524794609706
-4.9,-10.42,-10.83,-4.9,-5.52,1.957,-9.97,-7.94,-12.48,-7.77,2.03,9.027,-7.59,-6.44,-9.1,-4.43,1.15,4.717,-6.84,-8.41,-9.49,-5.49,-1.57,2.719,-8.5,-6.86,-8.5,-6.62,1.64,1.47,-6.66,-7.85,-8.33,-6.63,-1.19,1.216,-7.7,-10.9,-12.58,-7.7,-3.2,2.259,-11.19,-13.49,-13.5,-10.1,-2.3,3.29,-13.24,-13.28,-14.96,-12.06,-0.04,0.194,4,1,212.5,-0.13283003468679866,2020-09-08,-0.31006493506493504,-0.16041090478071907,-0.027459954233409634,,,-0.15829868358109844,-0.0815473853450015,0.17481417375044783
6.73,7.36,4.94,7.42,0.63,0.948,7.36,4.94,3.53,7.62,-2.42,6.391,4.94,7.6,4.0,7.65,2.66,3.297,7.71,7.78,6.59,8.79,0.07,1.947,7.86,9.76,7.7,9.79,1.9,1.312,9.86,8.23,8.11,10.73,-1.63,1.488,8.24,8.73,7.66,9.2,0.49,1.212,8.91,8.3,7.89,10.05,-0.61,1.876,8.32,10.12,8.02,11.04,1.8,0.079,1,2,234.0001,0.10117694117647069,2020-09-09,-0.024999583333333297,-0.10337918614453223,0.11534842707340309,,,-0.06064658187273597,0.010927735496457203,0.28990894260546196
-1.28,2.31,-2.99,2.31,3.59,2.278,1.6,0.56,0.35,3.07,-1.04,5.594,0.64,-1.03,-1.28,2.4,-1.67,2.791,-1.27,-0.7,-1.78,1.18,0.57,2.356,-0.74,-1.59,-3.24,-0.37,-0.85,2.232,-1.73,-2.35,-2.61,-0.58,-0.62,0.875,-2.3,-4.7,-6.49,-1.92,-2.4,3.226,-4.63,-5.98,-7.52,-4.63,-1.35,4.022,-5.71,-4.53,-6.69,-4.53,1.18,1.019,1,3,223.4,-0.04529955329078916,2020-09-10,-0.0883493164660274,-0.14732824427480917,-0.01128568267315766,,,-0.08605003471986628,-0.033545379802843556,0.2286467628342883
0.94,0.96,-0.18,3.84,0.02,1.838,0.91,0.23,0.04,3.91,-0.68,6.405,0.24,1.99,-0.22,3.18,1.75,3.7,2.2,0.04,0.04,3.25,-2.16,2.046,-0.17,-2.21,-2.31,0.82,-2.04,2.097,-2.14,-3.93,-4.71,-1.88,-1.79,2.836,-3.92,-2.02,-4.11,-0.77,1.9,2.48,-2.19,-1.52,-3.63,-0.54,0.67,2.24,-1.58,-2.52,-2.52,-1.52,-0.94,0.11,1,4,217.78,-0.025156669650850505,2020-09-11,0.024847058823529444,-0.14148302913233723,-0.08109704641350213,,,-0.09102071872760842,-0.0557156278180565,0.19538612813136025
7.58,7.17,5.77,7.58,-0.41,1.027,7.13,7.53,6.48,9.2,0.4,4.732,7.59,8.42,6.68,8.42,0.83,2.168,8.48,8.38,7.07,8.73,-0.1,1.044,8.27,6.98,6.69,8.67,-1.29,0.77,7.42,6.28,4.76,7.54,-1.14,1.514,6.01,6.43,5.56,7.32,0.42,1.096,6.24,7.36,5.94,8.44,1.12,1.611,7.34,7.91,6.76,8.27,0.57,0.791,3,0,235.01,0.07911653962714671,2020-09-14,0.00431581012144866,-0.121096525674109,0.03757174392935969,,,-0.015686199415258395,0.01823448375766934,0.28624987518606826
2.12,3.12,1.27,3.72,1.0,0.871,3.11,3.41,2.75,3.87,0.3,3.469,3.48,4.76,3.27,5.06,1.28,2.07,4.76,4.99,4.33,5.78,0.23,1.285,5.07,6.15,5.07,6.5,1.08,0.927,6.31,5.31,5.23,6.48,-1.0,0.645,5.11,5.9,4.43,5.95,0.79,0.84,5.83,4.62,3.27,5.84,-1.21,1.508,4.58,4.25,4.25,5.23,-0.33,0.0,1,1,245.0,0.04250882941151435,2020-09-15,0.0966875559534468,-0.08513816280806574,0.02794284302137995,,,0.021298933609249504,0.05896370268087314,0.3363933950658886
2.86,1.58,1.45,2.86,-1.28,0.207,1.58,2.24,1.02,2.75,0.66,3.467,2.28,0.62,0.08,2.45,-1.66,2.022,0.71,1.15,0.71,2.31,0.44,0.966,1.29,0.51,-0.1,1.64,-0.78,0.6,0.2,-0.04,-0.93,0.62,-0.24,0.799,0.37,-0.2,-0.33,1.9,-0.57,1.543,0.16,-2.75,-3.06,0.66,-2.91,2.985,-2.7,-1.63,-2.7,-1.31,1.07,0.851,1,2,241.0,-0.01632653061224487,2020-09-16,0.10662136100652031,-0.15289982425307558,-0.03131154789179624,0.7275985663082438,,0.003780638125171709,0.03997487457739535,0.3104728206221794
-4.61,-7.89,-9.06,-4.15,-3.28,0.771,-8.2,-5.12,-9.41,-5.1,3.08,5.42,-5.22,-2.68,-5.77,-1.84,2.54,3.397,-2.49,-4.21,-4.28,-0.59,-1.72,2.183,-4.12,-3.15,-5.79,-3.15,0.97,2.361,-3.37,-2.18,-3.66,-1.56,1.19,1.17,-1.85,-2.7,-3.57,-1.45,-0.85,1.111,-2.95,-1.54,-3.97,-1.47,1.41,1.9,-1.54,-1.24,-2.04,-0.85,0.3,0.506,1,3,238.0,-0.012448132780082943,2020-09-17,0.01272286285689983,-0.2272727272727273,-0.036437246963562764,0.7246376811594204,,-0.007141407023012802,0.025941666117483164,0.290382976441655
1.37,1.74,0.84,1.74,0.37,0.592,1.26,-1.05,-1.47,2.12,-2.31,4.344,-1.11,-3.25,-3.42,0.04,-2.14,2.728,-3.2,-3.46,-4.84,-2.49,-0.26,2.846,-3.63,-6.3,-6.77,-2.89,-2.67,2.306,-5.93,-5.86,-8.49,-5.55,0.07,2.199,-5.87,-4.4,-6.55,-4.37,1.47,1.265,-4.45,-4.92,-5.16,-3.22,-0.47,1.98,-4.95,-5.04,-5.04,-4.2,-0.09,0.009,1,4,226.0,-0.050420168067226934,2020-09-18,-0.07755102040816331,-0.05833333333333335,-0.09090909090909094,0.8336713995943206,,-0.047293091754495475,-0.024800329358803275,0.22258061625074244
-2.65,-5.78,-7.08,-2.65,-3.13,1.501,-5.78,-4.74,-7.72,-2.79,1.04,7.031,-4.88,-5.87,-7.78,-4.46,-0.99,4.123,-5.85,-2.55,-6.58,-2.41,3.3,2.368,-2.43,-2.57,-2.72,-1.17,-0.14,2.077,-2.42,-2.51,-3.08,-1.23,-0.09,1.744,-2.42,-3.57,-4.49,-2.15,-1.15,1.79,-3.69,-0.38,-3.71,-0.23,3.31,2.731,-0.38,0.88,-0.38,1.27,1.26,1.349,3,0,228.0,0.008849557522123908,2020-09-21,-0.053941908713692976,-0.06957763721689458,-0.053077498131073986,0.8544123627490849,,-0.03202249404571056,-0.01554597469644503,0.23054211847297412
0.88,1.31,-0.44,2.81,0.43,1.326,1.04,-2.98,-3.42,1.29,-4.02,4.404,-3.07,-3.82,-3.84,-1.68,-0.75,2.37,-3.86,-1.96,-4.27,-1.91,1.9,1.552,-1.91,-1.99,-2.28,-0.92,-0.08,1.012,-1.82,0.39,-1.99,0.66,2.21,0.717,0.39,0.71,0.39,1.5,0.32,1.305,0.55,2.21,0.34,2.48,1.66,1.455,2.32,0.88,0.88,2.32,-1.44,0.076,1,1,230.0,0.00877192982456143,2020-09-22,-0.03361344537815125,0.08235294117647052,-0.04154686002416963,0.743216613612248,,-0.01933574238635405,-0.0066412162269143815,0.2383625972718566
2.17,0.76,0.43,2.61,-1.41,0.362,0.86,0.99,0.61,2.96,0.13,3.866,0.95,0.5,-0.59,1.35,-0.45,2.072,0.5,-1.01,-1.14,1.4,-1.51,1.321,-1.21,0.35,-1.21,0.47,1.56,1.015,0.28,-0.97,-1.35,0.56,-1.25,0.648,-1.57,-4.78,-4.89,-1.39,-3.21,1.918,-4.82,-6.09,-6.98,-4.25,-1.27,3.426,-6.12,-6.65,-7.41,-4.36,-0.53,1.089,1,2,214.7,-0.0665217391304348,2020-09-23,-0.050000000000000044,-0.08247902458161349,-0.09217758985200852,0.7817427385892115,,-0.07027523966103488,-0.07006918355152714,0.15419315749775908
-1.26,-1.48,-3.4,-0.87,-0.22,0.963,-1.53,2.59,-1.72,3.06,4.12,6.217,2.7,3.66,1.32,4.74,0.96,4.468,3.44,5.61,2.62,5.61,2.17,2.516,5.66,5.58,3.73,6.15,-0.08,2.17,5.6,6.26,5.58,7.64,0.66,1.49,6.31,3.4,3.4,6.46,-2.91,1.899,3.36,3.54,1.58,4.38,0.18,3.171,3.51,5.51,3.51,5.51,2.0,0.856,1,3,226.54,0.05514671634839319,2020-09-24,-0.006403508771929856,0.014055505819158487,-0.10811023622047244,0.6415942028985506,,-0.015602615593205305,-0.01806313264804793,0.2152090412680001
-3.28,-1.74,-4.42,-1.56,1.54,0.54,-1.37,-3.68,-5.82,-1.37,-2.31,5.725,-3.75,-2.47,-5.62,-1.45,1.28,2.583,-2.45,-1.73,-3.05,-0.38,0.72,1.294,-1.8,0.25,-1.8,0.36,2.05,0.971,0.23,1.26,0.08,1.31,1.03,0.793,1.17,1.58,0.73,1.88,0.41,0.861,1.66,2.31,1.66,2.96,0.65,1.836,2.34,1.53,1.11,2.79,-0.81,0.035,1,4,230.0,0.015273240928754372,2020-09-25,0.0,0.05611167232987424,-0.08183632734530943,0.6643751356827556,,-0.00046451108439993227,-0.0029459020284912096,0.23090605804039632
2.61,4.57,2.18,5.22,1.96,0.242,4.62,4.07,2.8,5.27,-0.55,4.218,4.13,5.46,3.78,6.67,1.33,2.352,5.78,5.52,5.33,7.07,-0.26,1.199,5.45,6.99,5.13,7.1,1.54,0.602,6.98,7.82,6.39,7.91,0.84,0.835,7.91,8.26,7.07,8.44,0.35,0.798,8.27,9.13,7.54,9.13,0.86,1.797,9.03,10.28,8.71,10.28,1.25,0.661,3,0,253.64,0.10278260869565203,2020-09-28,0.18136935258500242,0.07927322241606749,0.027007328825363386,0.6470129870129868,,0.0821482298603331,0.09525880539100906,0.35261131848444727
